ID,RSEX,KIDBORN,IDENTITY,LONGILL,LIVEWITH,HOUSTYP,HAPPYSCH,PUPBULL,UBULLPHY,UBULLOTH,UBULLSMS,TALENTS,DECISION,RESOLVE,DEVHEAL,GETONWEL,CRITICAL,CREATIVE,DEALCHL,VALUED,MAFEEQ,MAFAIR,MAHARSH,SCHACTIV,RESPECT,KY10INGH,KY10IN01,KY10IN02,KY10IN03,KY10IN04,KY10IN05,KY10IN06,KY10IN07,KY10IN08,KY10IN09,KY10IN10,KYFINAN,AUTKNOW,Autismp1,Autismp2,Autismp3,Autismp4,autismp5,autismp6,autismnoone,autismdontknow,AUTDIFF,AUTGOOD,AUTNXTDR,AUTCLASS,AUTXHELP,AUTBULL,AUTBULLU,AGMORESP,AGLERESP,AGADMIR,AGLISTEN,AGNOMIX,AGMIX,AGMOVE,AGGENER,AGMEMOR,AGLIVE,KC10IN_T,SCHOOLLOC
3880,2, , ,3,1,1,3,4,4,4,2,1,1,2,1,2,2,1,2,1,1, , , ,1,1,4, ,3,5,3,3,3,4,4,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,42.5341226771912,2
3881,1,1,1,2,3,1,3,4,3,3,3,6,2,6,6,6,6,6,2,1,1, , , ,6,2,5,4,3,5,5,3,5,5,3,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,51.3562010892171,2
3882,1,2,1,2,1,3,1,4,3,3,2,2,2,6,1,2,6, ,3,6,2,6,6,4,6,1,5,5,3,4,5,2,5,5,5,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,55.0707604205965,2
3883,1,1,1,2,2,2,1,3,3,3,2,2,1,2,1,2,2,2, ,2,3,5,1,4,1,1,4,5,4,4,5,4,5,5,4,3,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,53.1070741073933,2
3884,2, ,3,3,1,2,3,4,2,1,3,3,2,1,2,3,2,4,3,6,2,6,2,2,2,3,3,5,2,3,3,4,3,5,2,3,3,2, , , , , , ,1, ,2,1,2,4,3,2,2,3,1,4,2,3,2,2,1,3,4,40.2415430898556,2
3885,2, ,5,2,1,3,3,2,3,3,2,1,2,1,2,3,2,2,1,3,2,5,5,2,1,1,1,4,2,2,4,1,5,5,5,3,1,2, ,1, , , , , , ,2,3,3,3,1,2, ,1,4,5,5,5,5,5,1,4,5,39.2838832622343,2
3886,1,1,1,2,1,1,1,2,3,3,2,2,2,3,2,2,2,3,3,3,1, , , ,1,3,4,5,4,4,2,2,2,4,3,3,4,2, , , , , , , ,1,3,3,3,3,4,3,3,5, ,5,5,5,5,5,5,5,5,40.2415430898556,2
3887,1,3,5,2,2,2,1,2,3,3,2,1,1,2,1,1,2,1,3,2,2,4,4,4,1,2,5,5,4,4,4,3,5,5,5,5,4,1, , , , ,1, , , , ,3,1,2,3,1,2,5,2,1,3,3,1,3,1,3,2,57.2859533551951,2
3888,1,1,3,2,1,2,1,2,2,2,2,1,2,4,2,2,2,2,2,2,1, , , ,1,1,2,5,4,5,3,4,5,5,5,3,5,2, , , , , , ,1, ,2,3,1,1,3,2,2,2,5,2,2,4,3,3,2,2,1,49.7601013765151,2
3889,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,2,2,2,1,2,1, , , ,1,2,4,3,3,5,3,4,5,5,4,4,4,2, , , , , , , ,1,3,3,4,4,3,3,2,5,5,3,2,3,5,1,2,3,1,48.2897549745108,2
3890,1,1,1,2,1,1,1,3,3,3,2,2,2,3,2,2,3,2,2,2,1, , , ,2,3,3,3,4,4,3,3,4,4,4,4,4,2, , , , ,1, , , ,3,3,2,2,3,2,2,4,5,3,3,3,5,3,1,2,1,43.3466825309305,2
3891,1,1,1,2,2,3,1,4,2,2,3,2,2,5,1,3,2,4,2,5,4, , , ,3,2,4,4,2,4,3,3,3,4,3,4,2,2, , , , , , ,1, ,3,3,2,2,3,3,2,1,2,2,4,2,2,3,2,3,1,41.2378962438453,2
3892,1,1,2,2,1,5,1,4,3,3,2,2,2,1,2,1,1,2,3,1,2,3,3,2,1,2,2,4,4,5,2,3,4,5,4,3,2,2, , , , , , ,1,1,1,3,2,4,3,3,2,4,2,2,3,2,2,1,1,1,5,43.3466825309305,2
3893,1,1,5,2,3,1,1,4,3,4,2,1,3,1,1,2,2,1,1,3,2,3,2,1,1,3,2,3,3,4,5,4,5,4,4,2,3,1, , , , , ,1, , ,1,3,2,2,3,3,2,4,1,2,4,2,3,2,1,2,2,43.3466825309305,2
3894,1,1,1,2,1,2,1,3,3,3,2,6,1,2,2,2,2,2,1,2,2,4,1,2,1,1,4,5,4,5,2,3,3,4,4,4,4,2, , , , , , ,1, ,1,3,2,2,3,2,2,4,1,1,3,2,2,3,1,3,2,45.6682821130426,2
3895,1,1,7,1,1,3,1,2,3,2,2,6,1,1,1,1,1,1,3,1,1, , , ,1,3,2,3,3,3,3,5,5,5,5,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,44.4784623272101,2
3896,1,1,4,2,1,1,1,2,2,3,1,2,2,3,1,1,1,1,3,6,1, , , ,1,2,3,3,4,4,1,5,5,5,5,5,2,1,1, , , , , , , ,3,3,2,2,3,2,2,5,5,1,4,3,2,2,1,2,3,48.2897549745108,2
3897,1,1,1,1,1,2,1,4,3,3,1,1,2,4,3,1,1,2,2,3,1, , , ,2,3,3,4,3,3,4,3,5,5,5,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,46.9354885516121,2
3898,1,1,2,2,1,1,1,4,3,3,2,2,2,1,2,2,1,1,1,2,1, , , ,2,2,2,5,3,5,3,3,5,5,4,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,48.2897549745108,2
3899,2,1,4,2,1,1,1,2,3,3,2,2,4,2,2,2,2,3,2,3,2,3,4,2,1,2,4,4,4,4,5,5,5,5,5,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,57.2859533551951,2
3900,2,1,1,2,1,1,1,3,3,3,2,1,2,2,2,2,2,1,2,6,1, , , ,2,1,4,4,3,5,4,4,5,5,4,4,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,51.3562010892171,2
3901,2,1,1,3,1,2,1,4,3,3,2,1,2,1,1,1,2,2,3,2,1, , , ,1,2,4,4,4,5,3,4,5,5,5,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,55.0707604205965,2
3902,1,1,1,3,1,3,1,4,4,4,3,6,3,2,1,1,1,2,3,6,4, , , ,6,1,3,3,3,4,3,3,3,3,4,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,39.2838832622343,2
3903,2,1,1, , ,3,1,2,2,3,2,2,1,1,1,1,2,1,3,2,1, , , ,2,2,1,5,5,5,1,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,51.3562010892171,2
3904,1,1,2,1,1,3,1,1,3,2,2,1,1,1,1,1,1,1,2,1,1, , , ,1,1,5,5,5,5,1,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,59.8493862271105,2
3905,1,1,2,1,1,2,3,1,3,2,2,3,2,1,1,1,2,1,2,6,2,4,1,1,1,2,5,3,3,5,4,5,5,4,4,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,53.1070741073933,2
3906,1,1,7,2,1,2,3,4,4,4,3,6,4,1,1,1,2,2,3,2,1, , , ,6,2,1,1,5,4,4,3,5,5,5,4,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,44.4784623272101,1
3907,1,2,4,1,1,5,1,2,1,1,2,2,1,2,2,2,1,1,1,3,1, , , ,1,1,5,5,4,3,2,4,5,3,3,4,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,45.6682821130426,1
3908,1,1,4, ,1,3,1,2,3,3,2,1,2,3,1,1,1,1, ,2,1, , , ,1,3,3,3,4,5,3,4,3,5,3,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,43.3466825309305,1
3909,2,1,7,2,1,2,1,4,3,4,2,2,2,2,2,2,2,2,1,3,1, , , ,1,2,4,4,3,5,5,4,5,5,5,5,5,2, , , , , , , ,1,3,3,4,4,3,3,2,4,5,2,3,3,1,5,1,1,2,57.2859533551951,1
3910,1,1,2,2,1,1,3,4,3,3,3,2,2,5,6,6,6,2,2,6,2,4,2,1,1,3,2,5,4,4,3,3,5,4,4,4,4,2, , , ,1,1, , , , , ,2,2,3,1,2,3,2,2,2,2,2,3,1,3,2,45.6682821130426,2
3911,1,1,2,2,1,1,1,3,3,3,2,1,5,2,1,2,3,2,3,4,1, , , ,2,2,4,5,4,5,3,4,5,5,4,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,55.0707604205965,2
3912,1, ,2,1,2,2,1,3,3,3,2,2,6,6,6,2,1,3,1,4,2,4,5,2,6,2,4,4,4,4,3,4,4,5,4,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,46.9354885516121,2
3913,1,1,1,2,3,1,1,2,3,2,2,2,3,5,2,3,2,2,1,2,2,4,4,2,3,4,3,4, ,5,3,4,5,5,4,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,48.2897549745108,2
3914,1,1,1,1,1,2,3,2,3,2,3,1,1,3,5,2,1,1,3,1,2,5,5,4,2,5,3,4,4,4,5,3,3,5,5,5,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,49.7601013765151,2
3915,2,1,1,2,1,2,1,4,3,3,1,4,2,6,1,2, ,5,1,2,1, , , ,2,1,4,5,3,3,5,4,5,5,4, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,51.2111011153351,2
3916,1,1,1,2,1,1,3,4,3,4,2,6,2,2,1,1,3,1,3,1,2,1,1,3,6,1,5,5,1,5,3,4,5,5,3,3,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,46.9354885516121,2
3917,2,3,1,3,1,1,1,4,3,2,2,3,3,3,3,3,3,3,1,3,1, , , ,3,4,1,2,2,4,4,1,1,4,1,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,30.9648180929994,2
3918,1,1,2,2, ,5,1,3,3,3,2,5,3,2,3, ,3, ,2,3,2,3,2,3,3,4,4,5,4,4,4,3,5,5,4,3,3,2, , , , , , ,1, ,3,3,1,1,1,3,2,3,5, ,3,2,1,1,2,4,1,49.7601013765151,2
3919,2,1,2,2,1,1,1,4,3,3,2,2,2,2,2,2,2,2,2,3,2,4,3,3,2,2,4,4,4,4,3,4,4,4,4,4,4,2, , , , , , ,1, ,3,3,4,4,3,2,2,3,2,1,4,3,2,2,1,2,2,46.9354885516121,2
3920,2,1,4,1,1,1,1,4,3,3,2,2,2,3,2,3,2,1,1,1,2,3,4,1,2,1,4,4,5,5,4,4,5,5,4,4,4,1, , , ,1, , , , ,1,1,2,2,3,2,2,3,1,2,4,1,2,3,1,2,2,55.0707604205965,2
3921,2,1,2,2,1,2,1,4,3,3,2,1,2,6,2,2,2,2,3,2,2,4,2,3,1,2,4,5,5,5,2,3,5,5,4,4,4,2, , , , , ,1,1, ,2,3,2,2,3,2,2,5,5,2,4,5,2,2,2,2,2,51.3562010892171,2
3922,1,1,1,2,1,1,1,4,3,3,2,1,2,3,1,2,1,1,3,3,1, , , ,2,2,4,4,4,5,3,3,5,4,5,4,5,2, , , , ,1, , , ,3,3,4,4,3,3,2,4,5,2,3,2,1,3,1,2,2,49.7601013765151,2
3923,1,1,2,2,2,3,1,2,1,2,2,2,1,3,2,4,3,2,2,2,1, , , ,2,2,3,3,3,4,3,3,5,4,3,2,2,1, , , , , ,1, , ,3,3,2,2,3,2,2,4,2,1,2,2,1,1,1,3,2,40.2415430898556,2
3924,1,1,2,3,1,1,1,4,4,3,2,3,6,5,3,3,3,1,3,6,2,5,1,3,1,4,4,5,4,4,4,2,4,5,3,3,5,1, , , , ,1, , , ,1,3,1,4,3,2,2,3,2,3,2,3,2,3,1,2,2,45.6682821130426,2
3925,1,1,1,1,2,5,1,4,3,3,2,2,1,2,2,3,3,3,3,3,2,6,6,6,1,3,3,3,3,4,3,5,3,4,4,3,3,1, ,1, , , , , , ,1,3,2,2,3,2,2,3,4,5,3,3,1,3,2,2,4,42.2729427242036,2
3926,1,1,2,2,1,1,1,2,2,1,2,1,1,4,1,3,2,1,3,3,1, , , ,3,1,5,1,1,1,4,3,5,3,4,4,5,2, , , ,1, , ,1, ,2,3,1,3,1,2,2,3,2,1,4,4,1,5,1,1,2,38.3358967662053,2
3927,1,1,2,2,1,1,1,3,2,3,2,1,1,2,1,3,3,1,1,3,2,5,2,2,1,1,5,5,4,3,1,3,5,5,5,5,4,2, , , , , , , ,1,3,3,2,2,1,2,2,3,1,2,2,1,2,2,2,5,2,49.7601013765151,2
3928,2,1,4,2,1,1,1,2,3,3,2,2,2,2,2,2,2,2,3,6,1, , , ,6,2,5,5,5,4,5,5,5,5,5,5,5,2, , , , , , ,1, ,3,3,2,2,3,2,2,5,5,1,4,5,1,5,1,1,5,72.4924306180291,2
3929,1,1,1,2,1,2,1,2,3,3,2,3,3,3,3,1,1,2,2,3,3,5,1,2,1,2,2,2,3,4,4,2,4,4,4,4,3,1, , ,1, , , , , ,1,1,2,2,4,2,2,3,2,1,3,2,1,3,1,2,4,40.2415430898556,2
3930,2,1,4,2,1,1,1,2,3,3,2,1,2,1,2,2,2,1,3,1,1, , , ,2,3,4,4,4,4,3,4,5,5,5,5,4,1, , , , ,1, , , ,1,3,2,1,3,2,2,3,1,3,3,3,2,3,1,1,3,53.1070741073933,2
3931,1,1,1,3,1,2,2,2,3,3,2,2,2,3,2,3,6,1,2,4,1, , , ,2,4,3,5,4,4,3,4,3,5,4,4,4,1, ,1, , , , , , ,3,1,2,2,3,2,2,1,4,1,4,2,2,3,1,3,2,46.9354885516121,2
3932,2,1,4,2,1,1,1,2,3,3,2,2,1,2,4,1,2,1,3,3,1, , , ,2,4,3,4,3,4,3,5,5,5,4,4,3,2, , , , , , ,1,1,1,3,4,4,3,2,2,2,1,1,4,4,1,2,1,2,2,48.2897549745108,2
3933,1,1,7,3,4,1,3,4,3,3,2,6,6,5,1,3,6,1,1,5,2,4,4,3,1,5,2,3,1,1,5,5,3,1,2,1,4,1, ,1, , , , , , ,1,1,1,1,3,2,2,3,2,1,4,4,1,3,1,1,3,31.9321512522128,2
3934,2,1,1,2,1,2,1,2,3,3,2,2,1,6,1,1,2,2,3,1,1, , , ,1,2,4,5,4,4,5,5,5,5,4,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,59.8493862271105,1
3935,2,1,1,2,2,2,1,2,2,3,2,1,2,2,1,1,1,2, ,2,1, , , , ,1,2,2,4,4,1,2,2,5,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,32.8704644166497,1
3936,1,1,1,2,1,1,3,2,2,3,2,2,2,3,3,1,2,1,2,3,1, , , ,2,2,5,4,4,4,2,4,5,5,2,2,5,1, , , , , , ,1, ,1,1,1,1,4,1,2,4,1,1,2,3,2,3,2,3,2,44.4784623272101,1
3937,1,1,4,2,1,1,1,3,3,3,2,1,2,2,2,1,2,2,3,1,2,3,2,2,2,2,5,5,4,5,2,2,5,5,5,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,51.3562010892171,1
3938,2,1,1,2,1,1,1,4,3,3,2,2,2,2,2,2,2,1,1,2,1, , , ,1,2,4,4,4,5,4,4,5,4,4,4,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,51.3562010892171,1
3939,2,1,6,2,1,2,1,2,3,3,2,2,2,3,1,2,2,2,2,2,2,5,2,5,1,2,5,4,4,4,4,5,5,4,4,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,53.1070741073933,1
3940,1,1,1,2,1,1,2,4,3,3,3,2,4,4,1,2,1,5,2,3,2,4,2,5,3,1,5,5,4,5,5,1,5,5,2,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,51.3562010892171,1
3941,2,1,4,2,1,1,1,2,3,3,2,2,2,1,2,1,1,1,1,1,2,4,3,2,1,1,5,4,4,4,3,3,5,3,5,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,49.7601013765151,1
3942,2,1,1,2,1,1,1,2,3,4,2,1,2,2,1,2,2,3,3,2,2,3,6,4,2,2,4,4,5,4,3,4,4,4,3,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,46.9354885516121,1
3943,2,1,1,2,1,1,1,4,3,2,2,2,3,2,3,1,3,4,3,2,2,3,1,3,6,1,4,2,3,5,3,5,5,5,5,4,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,49.7601013765151,1
3944,1,1,4,1,1,1,3,2,2,1,3,3,6,1,2,6,6,6,1,6,2,4,1,6,6,3,3,3,4,4,3,2,4,3,2,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,38.3358967662053,1
3945,2,1,7,3,1,5,3,3,3,3,2,2,3,3,3,2,2,2,2,1,2,4,1,3,1,2,4,4,4,5,2,3,5,5,5,1,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,45.6682821130426,1
3946,2,1,1,3,1,1,1,4,3,3,1,2,2,1,2,2,3,2, ,3,1, , , ,4,2,4,4,4,4,4,4,5,5,4,4,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,51.3562010892171,1
3947,1,1,3,2,1,4,1,2,3,4,1,1,2,1,2,2,2,2,2,2,2,4,1,2,1,3,3,4,3,4,3,3,4,4,3,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,41.2378962438453,1
3948,1,1,2,2,1,1,3,2,3,2,2,2,3,2,3,2,2,2,1,2,1, , , ,1,1,3,3,3,3,3,4,5,4,3,5,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,43.3466825309305,1
3949,2,1,1,2,1,1,1,2,2,4,2,1,2,1,3,1,2,1,1,3,2,4,1,1,1,2,4,4,4,4,4,3,5,4,3,5, , , , , , , , , , , , , , , , , , , , , , , , , , , ,48.2897549745108,1
3950,2,1,4,2,2,1,1,2,3,2,2,2,6,3,3,2,3,2,3,2,2,3,4,4,2,1,5,4,4,4,4,3,5,4,3,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,48.2897549745108,1
3951,2,1,1,2,1,1,1,2, ,3,2,2,1,1,1,1,1,1,2,2,1, , , ,2,2,2,3,3,4,4,5,5,5,5,4,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,48.2897549745108,1
3952,1,3,6,2,1,2,1,4,3,2,2,2,2,2,2,6,6,2,3,2,4, , , ,2,2,5,4,5, ,2,3,4,5,3,3,4,1, , , , , , ,1, ,3,3,4,4,3,3,2,5,5,5,5,5,5,5,1,2,5,45.987502055583,1
3953,2,1,1,2,1,2,1,3,3,2,2,1,2,1,1,2,2,1,1,3,1, , , ,1,3,5,5,3,5,4,1,4,5,5,4,5,1, ,1, , , , , , ,1,3,2,2, ,2,2,5,5,1,4,4,1,3,1,3,2,49.7601013765151,1
3954,2,1,4,2,1,1,1,4,3,3,2,2,3,3,2,2,2,2,2,2,1, , , ,1,2,4,4,5,5,5,5,5,5,4,5,5,1, , , , , , ,1,1,1,3,2,2,4,2,2,3,1,1,4,3,2,3,1,2,1,62.9351790050011,1
3955,1,1,2,2,1,1,1,2,3,3,2,1,1,2,2,1,1,1,1,1,2,3,2,4,1,2,5,5,4,4,4,5,5,5,5,4,5,1, , , , , , , ,1,1,1,1,1,3,2,2,3,1,1,4,2,4,1,1,3,1,59.8493862271105,1
3956,2,1,1,3,1,1,1,3,4,3,2,2,6,4,6,6,2,2,3,6,2,4,6,2,2,1,5,5,3,5,5,5,5,5,5,5,5,1, ,1, , , , , , ,3,3,1,1,3,3,3,5,5,2,5,5,2,5,5,5,5,66.8625516314074,1
3957,1,1,1,2,1,1,1,3,3,3,2,2,1,3,3,2,3,3,3,2,2,3,1,2,3,2,3,3,4, ,3,3,3,3,2,4,2,2, , , , , , ,1, ,2,3,4,4, ,3,3,3,1,5,5,1,2,5,2,2,5,38.7421766930749,1
3958,2,1,3,2,1,1,1,2,3,3,2,2,1,6,2,1,3,1,3,5,2,5,1,4,1,3,4,4,5,5,5,1,5,5,4,4,4,1, , , , , , ,1, ,3,3,3,4,3,2,2,1,2,1,4,3,2,3,1,3,3,51.3562010892171,1
3959,2,1,3,2,1,1,1,3,3,3,2,1,2,2,3,1,3,2,3,5,2,5,3,6,2,3,3,3,4,5,2,1,5,3,3,2,5,1, ,1, , , , , , , ,3,2,1,3,2,2,3,2,3,4,4,2,3,1,2,2,38.3358967662053,1
3960,2,1,4,2,1,1,1,3,3,3,2,1,2,2,1,1,1,1, ,2,1, , , ,2,1,5,5,4,3,3,3,4,4,4,5,5,2, , , , , , ,1, ,1,3,2,4,3,2,2,4,2,2,3,5,2,2,1,2,1,48.2897549745108,1
3961,1,1,3,2,1,2,1,4,3,3,2,1,2,2,1,1,1,2,1,3,1, , , ,1,2,4,4,4,5,4,5,5,5,4,4,5,1, , , , , ,1, , ,1,3,1,1,3,2,2,3,5,2,4,4,1,3,1,1,4,55.0707604205965,1
3962,1,1,2,2,1,2,1,4,2,4,2,1,1,3,2,1,1,1,3,3,1, , , ,1,1,5,4,4,4,4,4,5,5,4,4,5,1, , , , , , ,1, ,3,3,1,1,3,3,3,1,5,1,4,3,5,3,2,2,2,53.1070741073933,1
3963,1,1,2,3,1,1,1,4,3,3,3,3,2,4,3,5,3,2,2,3,3,5,1,4,3,2,3,4,5,5,5,5,5,5,3,4,5,2, , , ,1, , , , ,1,1,2,2,4,2,2,4,2,2,3,2,2,5,2,2,5,55.0707604205965,1
3964,1,1,1,2,1,2,1,4,3,3,3,2,2,3,2,1,1,2,1,3,4, , , ,1,2,4,4,5,4,3,3,5,5,5,3,3,1, ,1, , , , , , , , ,1,1,3,1,2,3,2,1,3,2,3,2,1,2,5,49.7601013765151,1
3965,2,1,4,2,2,2,1,2,3,2,2,1,1,2,1,3,2,2,3,3,1, , , ,2,1,4,5,4,4,5,4,5,5,5,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,59.8493862271105,1
3966,2,1,4,2,1,1,1,2,3,2,2,2,2,1,2,1,2,3,3,3,1, , , ,2,1,5,5,4,5,4,5,5,5,5,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,62.9351790050011,1
3967,1,1,1,2,1,1,3,4,3,3,2,2,2,2,3,2,1,2,3,3,2,1,2,3,2,4,3,3,4,4,3,3,4,5,4,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,43.3466825309305,1
3968,2,1,1,2,1,1,1,3,3,3,2,2,3,2,2,3,2,2,2,3,1, , , ,2,1,4,4,4,4,3,4,4,4,4,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,46.9354885516121,1
3969,1,1,1,2,1,2,1,2,3,3,2,1,1,4,1,1,1,1,1,2,2,5,1,4,2, ,2,4,4,5,2,2,2,5,4,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,40.2415430898556,1
3970,1,1,1,2,1,1,1,2,2,2,2,6,2,2,2,2,2,2,3,2,1, , , ,2,2,3,4,4,4,3,3,5,4,4,5,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,46.9354885516121,1
3971,1,1,2,2,1,1,1,3,3,3,2,3,2,3,2,3,4,2,2,2,2,3,3,2,1,3,4,3,5,5,4,4,5,5,4,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,51.3562010892171,1
3972,1,1,2,2,1,1,1,3,3,3,2,3,2,2,1,1,1,3,2,3,2,3,3,2,2,3,3,3,2,2,4,3,3,5,4,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,39.2838832622343,1
3973,2,1,1,2,1,1,1,2,2,2,2,1,1,2,1,2,1,2,2,1,1, , , ,1,1,4,4,4,5,5,4,5,5,5,5,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,59.8493862271105,1
3974,2,1,1,2,1,5,1,3,3,2,2,2,1,2,1,2,2,2,1,3,1, , , ,1,2,4,4,4,4,5,5,5,4,4,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,55.0707604205965,1
3975,1,1,1,2,1,5,1,3,3,2,2,2,1,1,2,1,1,1,2,3,1, , , ,1,1,5,4,4,5,5,5,5,5,5,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,59.8493862271105,1
3976,2,1,1,1,1,1,3,1,2,1,3,4,3,6,2,5,5,5,2,5,2,2,4,3,2,1,1,2,2,1,1,2,4,3,1,3,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,27.820985325556,1
3977,1,1,1,2,1,1,1,2,3,3,2,2,2,3,2,2,3,1,3,2,2,3,3,2,1,2,4,4,4,4,3,3,5,4,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,46.9354885516121,1
3978,2,1,2,2,1,2,1,4,3,3,2,2,2,3,1,2,2,1,3,3,1, , , ,1,2,5,5,3,5,5,5,5,4,4,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,59.8493862271105,1
3979,2,1,4,3,2,1,1,3,2,3,2,2,1,1,2,2,3,1,1,1,2,3,5,5,1,2,5,4,2,3,5,5,5,5,5,5,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,55.0707604205965,1
3981,1,1,2,2,1,2,1,2,2,2,2,1,1,6,6,1,1, ,3,2,1, , , ,1,3,3,5,4,5,1,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,30.9648180929994,1
3982,2,1,1,3,3,1,2,2,4,2,2,1,1,1,1,1,1,1,3,2,2,1,1,1,1,2,4,4,3,3,3,3,5,4,4,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,44.4784623272101,1
3983,2,1,1,2,1,1,3,2,3,2,2,1,2,2,1,2,2,1,3,1,2,5,5,5,2,1,4,5,3,3,5,5,5,3,4,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,51.3562010892171,1
3984,1,1,2,2,1,1,1,4,3,3,2,2,2,2,2,1,2,1,2,2,1, , , ,1,3,5,5,4,4,3,3,5,5,4,4,3,2, , , , ,1, , , ,3,3,2,2,3,2,2,3,4,1,4,2,2,3,1,4,1,51.3562010892171,1
3985,2,1,1,3,1,1,1,3,3,3,2,1,1,1,1,1,2,2,3,1,2,3,2,4,1,2,4,5,5,5,5,4,4,5,5,5,5,1, , , , , , ,1, ,3,1,1,1,3,2,2,4,2,2,4,4,1,2,1,3,1,62.9351790050011,1
3986,2,1,1, ,1,1,1,3,3,3,2,1,2,1,2,1,2,1,2,3,1, , , ,1,1,5,5,4,5,1,5,5,5,5,4,5,1, , , , ,1, , , ,3,3,1,1,3,2,2,3,5,2,1,2,1,5,3,4,5,55.0707604205965,1
3987,1,1,1,2,1,5,1,3,3,3,2,2,2,2,2,2,2,2,3,3,2,4,4,2,1,2,4,4,4,5,3,4,5,5,5,3,3,1, , , , ,1, , , ,1,3,2,1,3,3,2,3,2,2,5,4,5,3,1,3,5,51.3562010892171,1
3988,1,1,1,2,3,2,1,3,3,3,2,1,1,1,1,1,1,1,3,3,1, , , ,1,1,5,4,3,3,3,3,5,5,5,5,3,2, , , , ,1, , , ,1,3,4,4,3,2,2,5,5,1,3,3,4,5,1,3,2,49.7601013765151,1
3989,2,1,1,2,1,1,1,4,3,3,2,2,1,1,1,1,1,1,3,1,1, , , ,1,2,4,5,5,5,4,4,5,5,5,5,5,1, , , , , , , ,1,3,3,1,1,4,3,2,5,5,1,4,4,2,2,1,1,1,62.9351790050011,1
3990,1,1,2,2,1,2,1,4,2,2,2,1,1,4,2,1,1,2,3,1,1, , , ,1,1,5,5,1,1,3,4,5,5,4,3,3,1, , ,1, , , , , ,3,3,1,1,3,2,2,5,5,5,5,4,2,5, , , ,43.3466825309305,1
